Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control (0 to 1)	Pump Control ()
0.6667211756	-145.5536499023	-6.5406246185	0.0000000000	0.0000000000
0.6667212450	-145.8946685791	-3.9236471653	0.0000000000	0.0000000000
0.6667213144	-146.9177093506	-6.7649331093	0.0000000000	0.0000000000
0.6667213838	-148.6228027344	-6.7649331093	0.0000000000	0.0000000000
0.6667214532	-146.5767059326	-13.4942960739	0.0000000000	0.0000000000
0.6667215226	-147.5997619629	4.4506654739	0.0000000000	0.0000000000
0.6667215920	-151.0781402588	14.9933271408	0.0000000000	0.0000000000
0.6667216614	-148.1226501465	-1.0823649168	0.0000000000	0.0000000000
0.6667217308	-149.9868774414	1.0859863758	0.0000000000	0.0000000000
0.6667218003	-145.3717651367	-10.5034675598	0.0000000000	0.0000000000
0.6667218697	-146.1220092773	2.9552493095	0.0000000000	0.0000000000
0.6667219390	-146.5766906738	-2.2786929607	0.0000000000	0.0000000000
0.6667220085	-142.4844818115	6.6937837601	0.0000000000	0.0000000000
0.6667220778	-148.2817993164	-3.4002540112	0.0000000000	0.0000000000
0.6667221473	-143.8485565186	-13.4942960739	0.0000000000	0.0000000000
0.6667222167	-146.1447601318	-13.7933759689	0.0000000000	0.0000000000
0.6667222861	-146.3493652344	-3.0264031887	0.0000000000	0.0000000000
0.6667223555	-145.2126312256	3.3291087151	0.0000000000	0.0000000000
0.6667224249	-146.6903686523	1.0112153292	0.0000000000	0.0000000000
0.6667224943	-142.4844818115	-0.0355747789	0.0000000000	0.0000000000
0.6667225637	-143.8485565186	-1.1571317911	0.0000000000	0.0000000000
0.6667226331	-144.8716125488	-1.1571317911	0.0000000000	0.0000000000
0.6667227025	-143.8485565186	-1.1571359634	0.0000000000	0.0000000000
0.6667227719	-150.3278961182	-6.7649331093	0.0000000000	0.0000000000
0.6667228413	-148.8501586914	3.7029554844	0.0000000000	0.0000000000
0.6667229107	-146.2356872559	-3.4002580643	0.0000000000	0.0000000000
0.6667229801	-145.9628753662	-8.3351163864	0.0000000000	0.0000000000
0.6667230495	-146.8722534180	2.1327724457	0.0000000000	0.0000000000
0.6667231189	-145.2126464844	3.3291044235	0.0000000000	0.0000000000
0.6667231883	-142.8255004883	5.5722227097	0.0000000000	0.0000000000
0.6667232577	-146.5767059326	3.3291003704	0.0000000000	0.0000000000
0.6667233271	-146.9177246094	6.6937794685	0.0000000000	0.0000000000
0.6667233965	-147.1223297119	2.2075393200	0.0000000000	0.0000000000
0.6667234659	-149.9641418457	-6.0172271729	0.0000000000	0.0000000000
0.6667235353	-148.6228179932	1.0859863758	0.0000000000	0.0000000000
0.6667236047	-143.9394989014	-6.5406203270	0.0000000000	0.0000000000
0.6667236741	-146.4630279541	-5.6433763504	0.0000000000	0.0000000000
0.6667237435	-141.4614410400	-2.2786970139	0.0000000000	0.0000000000
0.6667238129	-145.0989532471	6.6937837601	0.0000000000	0.0000000000
0.6667238823	-146.5767059326	-5.6433720589	0.0000000000	0.0000000000
0.6667239517	-148.6228179932	-1.1571317911	0.0000000000	0.0000000000
0.6667240211	-144.1668395996	1.9832303524	0.0000000000	0.0000000000
0.6667240905	-144.9852752686	12.3015832901	0.0000000000	0.0000000000
0.6667241599	-146.2356872559	11.1800222397	0.0000000000	0.0000000000
0.6667242293	-144.1895751953	11.1800241470	0.0000000000	0.0000000000
0.6667242987	-143.8485565186	-3.4002540112	0.0000000000	0.0000000000
0.6667243681	-143.1665191650	-3.4002540112	0.0000000000	0.0000000000
0.6667244375	-144.8261413574	2.5066273212	0.0000000000	0.0000000000
0.6667245069	-148.9638366699	1.0859904289	0.0000000000	0.0000000000
0.6667245763	-148.9638214111	-5.6433763504	0.0000000000	0.0000000000
0.6667246457	-150.4188385010	3.1795666218	0.0000000000	0.0000000000
0.6667247151	-148.9638214111	-5.6433720589	0.0000000000	0.0000000000
0.6667247845	-152.0329895020	-6.7649331093	0.0000000000	0.0000000000
0.6667248539	-147.9407806396	3.3291003704	0.0000000000	0.0000000000
0.6667249233	-145.2126312256	2.2075433731	0.0000000000	0.0000000000
0.6667249927	-141.2795562744	2.1327764988	0.0000000000	0.0000000000
0.6667250621	-144.1213684082	-9.0828266144	0.0000000000	0.0000000000
0.6667251315	-143.1665344238	-4.5218153000	0.0000000000	0.0000000000
0.6667252009	-145.4172515869	12.5258941650	0.0000000000	0.0000000000
0.6667252703	-144.7352142334	-4.6713533401	0.0000000000	0.0000000000
0.6667253397	-149.6458587646	-2.2786970139	0.0000000000	0.0000000000
0.6667254091	-147.5997619629	-6.7649374008	0.0000000000	0.0000000000
0.6667254785	-147.2587432861	3.3291044235	0.0000000000	0.0000000000
0.6667255479	-147.3724212646	-3.0263988972	0.0000000000	0.0000000000
0.6667256173	-146.6903686523	-6.3910784721	0.0000000000	0.0000000000
0.6667256867	-148.6228027344	-3.4002540112	0.0000000000	0.0000000000
0.6667257561	-148.2817993164	-9.0080518723	0.0000000000	0.0000000000
0.6667258255	-151.9875030518	-7.9612655640	0.0000000000	0.0000000000
0.6667258949	-148.1681213379	9.3107566833	0.0000000000	0.0000000000
0.6667259643	-144.8716125488	-0.0355747789	0.0000000000	0.0000000000
0.6667260337	-143.1665191650	6.6937837601	0.0000000000	0.0000000000
0.6667261031	-144.1895904541	6.6937837601	0.0000000000	0.0000000000
0.6667261725	-145.8946685791	-6.6403150558	0.0000000000	0.0000000000
0.6667262419	-146.5766906738	-11.2511692047	0.0000000000	0.0000000000
0.6667263113	-145.5915374756	-9.6311435699	0.0000000000	0.0000000000
0.6667263807	-148.6228179932	-0.0355747789	0.0000000000	0.0000000000
0.6667264501	-147.5088195801	5.4226808548	0.0000000000	0.0000000000
0.6667265195	-140.7794036865	-7.8864946365	0.0000000000	0.0000000000
0.6667265889	-149.6458587646	-7.8864946365	0.0000000000	0.0000000000
0.6667266583	-143.5075378418	2.2075474262	0.0000000000	0.0000000000
0.6667267277	-142.4844970703	-1.1571359634	0.0000000000	0.0000000000
0.6667267971	-141.8024597168	12.3015851974	0.0000000000	0.0000000000
0.6667268665	-146.5766906738	8.9369058609	0.0000000000	0.0000000000
0.6667269359	-147.0768585205	-9.1575937271	0.0000000000	0.0000000000
0.6667270053	-146.4857635498	6.3947038651	0.0000000000	0.0000000000
0.6667270747	-149.1684417725	1.3102993965	0.0000000000	0.0000000000
0.6667271441	-148.6228179932	2.5813984871	0.0000000000	0.0000000000
0.6667272136	-139.8927612305	-3.2507162094	0.0000000000	0.0000000000
0.6667272830	-140.8248596191	-7.8117232323	0.0000000000	0.0000000000
0.6667273523	-145.5309143066	-7.1387882233	0.0000000000	0.0000000000
0.6667274218	-146.5312347412	-9.5314445496	0.0000000000	0.0000000000
0.6667274912	-147.2587280273	-5.2695255280	0.0000000000	0.0000000000
0.6667275606	-144.4396514893	-9.3819026947	0.0000000000	0.0000000000
0.6667276300	-144.8716125488	-3.8488759995	0.0000000000	0.0000000000
0.6667276993	-146.5766906738	3.3291087151	0.0000000000	0.0000000000
0.6667277687	-145.8946685791	7.8153448105	0.0000000000	0.0000000000
0.6667278382	-147.2587280273	1.0859863758	0.0000000000	0.0000000000
0.6667279076	-144.5305938721	-2.2786970139	0.0000000000	0.0000000000
0.6667279770	-143.5075531006	12.3015851974	0.0000000000	0.0000000000
0.6667280464	-147.3951416016	2.8057074547	0.0000000000	0.0000000000
0.6667281158	-145.2126312256	7.0676388741	0.0000000000	0.0000000000
0.6667281852	-146.2356872559	13.4231405258	0.0000000000	0.0000000000
0.6667282546	-144.0759124756	5.7217607498	0.0000000000	0.0000000000
0.6667283240	-145.8946685791	-2.2786929607	0.0000000000	0.0000000000
0.6667283934	-147.2587432861	8.9369039536	0.0000000000	0.0000000000
0.6667284859	-142.1434783936	-10.1296129227	0.0000000000	0.0000000000
0.6667285322	-143.3686065674	-13.9512233734	0.0000000000	0.0000000000
0.6667286016	-141.9540100098	-2.6525480747	0.0000000000	0.0000000000
0.6667286710	-147.9407806396	-7.8864946365	0.0000000000	0.0000000000
0.6667287635	-148.8274230957	0.0391962379	0.0000000000	0.0000000000
0.6667288098	-146.4402923584	3.4038755894	0.0000000000	0.0000000000
0.6667288792	-138.3164978027	9.3107528687	0.0000000000	0.0000000000
0.6667289486	-143.8485565186	8.9369039536	0.0000000000	0.0000000000
0.6667290180	-149.5321807861	3.3291044235	0.0000000000	0.0000000000
0.6667290874	-145.2884063721	-3.6494908333	0.0000000000	0.0000000000
0.6667291568	-146.9177093506	5.5722227097	0.0000000000	0.0000000000
0.6667292262	-145.8946685791	-4.5218110085	0.0000000000	0.0000000000
0.6667292956	-145.2884063721	-7.1720170975	0.0000000000	0.0000000000
0.6667293881	-144.8716125488	-12.3727350235	0.0000000000	0.0000000000
0.6667294344	-145.5536499023	-5.6433763504	0.0000000000	0.0000000000
0.6667295038	-143.8485565186	-4.5218153000	0.0000000000	0.0000000000
0.6667295732	-144.5305938721	12.3015851974	0.0000000000	0.0000000000
0.6667296426	-144.6821594238	2.3321616650	0.0000000000	0.0000000000
0.6667297120	-146.4402923584	4.7248258591	0.0000000000	0.0000000000
0.6667297814	-148.9259338379	3.3291003704	0.0000000000	0.0000000000
0.6667298508	-146.6828002930	14.8936309814	0.0000000000	0.0000000000
0.6667299202	-144.0531768799	11.8529634476	0.0000000000	0.0000000000
0.6667299896	-145.2126464844	-17.9805355072	0.0000000000	0.0000000000
0.6667300590	-143.5075378418	14.5447034836	0.0000000000	0.0000000000
0.6667301284	-142.2571411133	-10.6280860901	0.0000000000	0.0000000000
0.6667301978	-143.1665191650	-5.6433720589	0.0000000000	0.0000000000
0.6667302672	-145.6521606445	17.8844604492	0.0000000000	0.0000000000
0.6667303366	-148.1782379150	4.5918941498	0.0000000000	0.0000000000
0.6667304060	-144.8716125488	-12.3727350235	0.0000000000	0.0000000000
0.6667304754	-146.8040466309	2.7309405804	0.0000000000	0.0000000000
0.6667305448	-145.7809906006	-4.8956661224	0.0000000000	0.0000000000
0.6667306142	-145.8946685791	-2.2786970139	0.0000000000	0.0000000000
0.6667306836	-147.5997619629	-0.0355747789	0.0000000000	0.0000000000
0.6667307530	-148.9259338379	1.3352230787	0.0000000000	0.0000000000
0.6667308224	-145.8946685791	2.3321576118	0.0000000000	0.0000000000
0.6667308918	-146.1977844238	7.3168716431	0.0000000000	0.0000000000
0.6667309612	-145.2126312256	-1.1571317911	0.0000000000	0.0000000000
0.6667310306	-146.9177093506	-4.5218153000	0.0000000000	0.0000000000
0.6667311000	-146.2356872559	-1.1571400166	0.0000000000	0.0000000000
0.6667311694	-146.8040466309	4.3260474205	0.0000000000	0.0000000000
0.6667312388	-147.2587280273	22.3956203461	0.0000000000	0.0000000000
0.6667313082	-146.2356872559	2.2075393200	0.0000000000	0.0000000000
0.6667313776	-144.8716125488	-0.0355747789	0.0000000000	0.0000000000
0.6667314702	-145.7972259521	8.6164579391	0.0000000000	0.0000000000
0.6667315164	-144.5955505371	-8.9190320969	0.0000000000	0.0000000000
0.6667315858	-145.8946685791	-13.6189098358	0.0000000000	0.0000000000
0.6667316552	-147.1071624756	5.3229899406	0.0000000000	0.0000000000
0.6667317246	-146.1977844238	1.3352230787	0.0000000000	0.0000000000
0.6667317940	-144.0759124756	1.3352189064	0.0000000000	0.0000000000
0.6667318634	-142.8634033203	2.3321616650	0.0000000000	0.0000000000
0.6667319328	-145.2884063721	-13.6189098358	0.0000000000	0.0000000000
0.6667320022	-147.4102935791	-7.6372575760	0.0000000000	0.0000000000
0.6667320716	-141.7519378662	-0.9909794331	0.0000000000	0.0000000000
0.6667321410	-144.3032531738	2.9552493095	0.0000000000	0.0000000000
0.6667322336	-146.2356719971	-6.7649331093	0.0000000000	0.0000000000
0.6667322798	-147.1071777344	-10.6280822754	0.0000000000	0.0000000000
0.6667323492	-146.5767059326	-14.6158533096	0.0000000000	0.0000000000
0.6667324186	-144.5305938721	-4.5218153000	0.0000000000	0.0000000000
0.6667324880	-149.1002349854	0.1887341589	0.0000000000	0.0000000000
0.6667325574	-144.7023620605	3.5284938812	0.0000000000	0.0000000000
0.6667326268	-141.3477630615	8.3138141632	0.0000000000	0.0000000000
0.6667326962	-143.8485565186	14.5447015762	0.0000000000	0.0000000000
0.6667327656	-141.1204223633	2.2075474262	0.0000000000	0.0000000000
0.6667328351	-141.9540252686	-8.6341962814	0.0000000000	0.0000000000
0.6667329044	-146.8040466309	-0.6586624980	0.0000000000	0.0000000000
0.6667329738	-147.1071777344	3.3291044235	0.0000000000	0.0000000000
0.6667330432	-147.2587280273	-1.1571359634	0.0000000000	0.0000000000
0.6667331127	-144.9852905273	4.3260431290	0.0000000000	0.0000000000
0.6667332052	-143.8485565186	-12.3727312088	0.0000000000	0.0000000000
0.6667332515	-141.9540252686	-6.6403150558	0.0000000000	0.0000000000
0.6667333209	-146.5009307861	4.9906730652	0.0000000000	0.0000000000
0.6667333902	-150.3278961182	6.6937794685	0.0000000000	0.0000000000
0.6667334596	-144.3790283203	0.3382762074	0.0000000000	0.0000000000
0.6667335290	-144.5305938721	-4.5218153000	0.0000000000	0.0000000000
0.6667335984	-145.2126312256	-2.2786929607	0.0000000000	0.0000000000
0.6667336910	-146.9177093506	1.0859863758	0.0000000000	0.0000000000
0.6667337373	-144.0758972168	-13.6189060211	0.0000000000	0.0000000000
0.6667338067	-143.1665191650	-12.6219673157	0.0000000000	0.0000000000
0.6667338761	-146.5009155273	-9.6311435699	0.0000000000	0.0000000000
0.6667339455	-147.7134246826	0.3382802904	0.0000000000	0.0000000000
0.6667340149	-141.9540252686	3.3291044235	0.0000000000	0.0000000000
0.6667340843	-143.4696502686	-0.6586624980	0.0000000000	0.0000000000
0.6667341537	-144.6821594238	4.3260474205	0.0000000000	0.0000000000
0.6667342231	-146.9177246094	7.8153409958	0.0000000000	0.0000000000
0.6667342925	-147.4103088379	13.2985239029	0.0000000000	0.0000000000
0.6667343619	-144.9852905273	8.3138141632	0.0000000000	0.0000000000
0.6667344313	-147.2587280273	2.2075433731	0.0000000000	0.0000000000
0.6667345238	-147.0313873291	17.5355281830	0.0000000000	0.0000000000
0.6667345701	-143.4696502686	2.3321576118	0.0000000000	0.0000000000
0.6667346395	-142.8255004883	-3.4002540112	0.0000000000	0.0000000000
0.6667347089	-146.5766906738	-4.5218110085	0.0000000000	0.0000000000
0.6667347783	-147.4633483887	4.4506654739	0.0000000000	0.0000000000
0.6667348477	-151.2297058105	-1.0574412346	0.0000000000	0.0000000000
0.6667349171	-148.0165710449	-2.6525521278	0.0000000000	0.0000000000
0.6667349865	-144.0759124756	0.3382844031	0.0000000000	0.0000000000
0.6667350559	-146.1977996826	-1.3232923746	0.0000000000	0.0000000000
0.6667351253	-145.5536651611	-7.7369523048	0.0000000000	0.0000000000
0.6667351947	-148.7642822266	0.2718144357	0.0000000000	0.0000000000
0.6667352641	-149.7747039795	-2.7190098763	0.0000000000	0.0000000000
0.6667353335	-149.1482238770	-2.2537734509	0.0000000000	0.0000000000
0.6667354029	-148.8450927734	13.2320604324	0.0000000000	0.0000000000
0.6667354723	-142.8482360840	10.0584650040	0.0000000000	0.0000000000
0.6667355417	-143.0301208496	14.0213060379	0.0000000000	0.0000000000
0.6667356111	-148.5621795654	4.8577494621	0.0000000000	0.0000000000
0.6667356805	-147.0465545654	0.5376655459	0.0000000000	0.0000000000
0.6667357499	-141.1052703857	1.8004553318	0.0000000000	0.0000000000
0.6667358193	-141.7115173340	10.9723272324	0.0000000000	0.0000000000
0.6667358887	-142.5981597900	1.4598373175	0.0000000000	0.0000000000
0.6667359581	-139.9735870361	-12.2896547318	0.0000000000	0.0000000000
0.6667360275	-142.4996337891	-5.7098379135	0.0000000000	0.0000000000
0.6667360969	-141.6508789063	-2.6525480747	0.0000000000	0.0000000000
0.6667361663	-148.4409332275	-6.2415361404	0.0000000000	0.0000000000
0.6667362357	-147.1071777344	7.6491842270	0.0000000000	0.0000000000
0.6667363051	-147.9407653809	-0.7832808495	0.0000000000	0.0000000000
0.6667363745	-146.0967559814	-2.7854714394	0.0000000000	0.0000000000
0.6667364439	-142.5602722168	-3.6494908333	0.0000000000	0.0000000000
0.6667365133	-141.0446319580	-3.6494908333	0.0000000000	0.0000000000
0.6667365827	-144.6821594238	0.3382802904	0.0000000000	0.0000000000
0.6667366521	-140.7415161133	-0.6586624980	0.0000000000	0.0000000000
0.6667367215	-142.7421569824	-2.6525480747	0.0000000000	0.0000000000
0.6667367909	-146.5817565918	-0.3263495862	0.0000000000	0.0000000000
0.6667368603	-146.5767059326	-0.0355747789	0.0000000000	0.0000000000
0.6667369297	-143.4090270996	9.5101461411	0.0000000000	0.0000000000
0.6667369991	-145.5991210938	-1.8300709724	0.0000000000	0.0000000000
0.6667370685	-147.2486267090	4.7248220444	0.0000000000	0.0000000000
0.6667371379	-147.2587280273	10.0584630966	0.0000000000	0.0000000000
0.6667372073	-149.0673828125	-13.0872077942	0.0000000000	0.0000000000
0.6667372767	-147.4860839844	-16.4851207733	0.0000000000	0.0000000000
0.6667373461	-141.9742126465	10.3077001572	0.0000000000	0.0000000000
0.6667374155	-142.7118377686	-6.7649331093	0.0000000000	0.0000000000
0.6667374849	-146.2356872559	-4.5218153000	0.0000000000	0.0000000000
0.6667375543	-144.3992462158	3.8608026505	0.0000000000	0.0000000000
0.6667376237	-145.7936248779	7.6491885185	0.0000000000	0.0000000000
0.6667376931	-143.1665191650	-2.6525480747	0.0000000000	0.0000000000
0.6667377625	-143.7727813721	2.3321616650	0.0000000000	0.0000000000
0.6667378319	-145.5915374756	-2.6525521278	0.0000000000	0.0000000000
0.6667379013	-143.4696502686	-8.6342000961	0.0000000000	0.0000000000
0.6667379707	-144.8716125488	0.0391962379	0.0000000000	0.0000000000
0.6667380401	-147.5997619629	-3.4002499580	0.0000000000	0.0000000000
0.6667381095	-150.3278961182	-12.3727312088	0.0000000000	0.0000000000
0.6667381789	-147.5997619629	-14.6158533096	0.0000000000	0.0000000000
0.6667382483	-147.9407653809	-16.8589706421	0.0000000000	0.0000000000
0.6667383177	-142.8634033203	1.3352189064	0.0000000000	0.0000000000
0.6667383871	-144.1895751953	6.6937837601	0.0000000000	0.0000000000
0.6667384565	-146.8040618896	7.3168716431	0.0000000000	0.0000000000
0.6667385259	-144.5002899170	-1.8549946547	0.0000000000	0.0000000000
0.6667385953	-147.2284240723	2.7974021435	0.0000000000	0.0000000000
0.6667386647	-147.8144683838	4.6583600044	0.0000000000	0.0000000000
0.6667387342	-143.4696502686	0.3382802904	0.0000000000	0.0000000000
0.6667388036	-144.0758972168	-16.6097431183	0.0000000000	0.0000000000
0.6667388730	-141.9540252686	3.3291003704	0.0000000000	0.0000000000
0.6667389423	-140.2362976074	-2.9848608971	0.0000000000	0.0000000000
0.6667390118	-141.4487915039	-15.9451045990	0.0000000000	0.0000000000
0.6667390811	-144.3790435791	-5.6433763504	0.0000000000	0.0000000000
0.6667391506	-145.5915374756	-8.6342000961	0.0000000000	0.0000000000
0.6667392200	-146.5009155273	12.3015832901	0.0000000000	0.0000000000
0.6667392893	-143.5075378418	13.4231443405	0.0000000000	0.0000000000
0.6667393587	-144.8716125488	14.5447034836	0.0000000000	0.0000000000
0.6667394282	-148.6228179932	-0.6586624980	0.0000000000	0.0000000000
0.6667394976	-148.2817993164	-1.1571317911	0.0000000000	0.0000000000
0.6667395670	-143.8485565186	3.3291044235	0.0000000000	0.0000000000
0.6667396364	-145.2126464844	2.2075393200	0.0000000000	0.0000000000
0.6667397058	-141.8024597168	-11.2511739731	0.0000000000	0.0000000000
0.6667397752	-137.7102355957	-0.0355788805	0.0000000000	0.0000000000
0.6667398446	-149.6332244873	6.3199329376	0.0000000000	0.0000000000
0.6667399140	-152.8665771484	10.3076934814	0.0000000000	0.0000000000
0.6667399834	-146.5009307861	-6.6403150558	0.0000000000	0.0000000000
0.6667400528	-143.4696502686	2.3321616650	0.0000000000	0.0000000000
0.6667401222	-142.5602722168	-11.6250247955	0.0000000000	0.0000000000
0.6667401916	-145.5915374756	6.3199329376	0.0000000000	0.0000000000
0.6667402610	-145.5915374756	5.3229899406	0.0000000000	0.0000000000
0.6667403304	-143.8485565186	-9.0080518723	0.0000000000	0.0000000000
0.6667403998	-141.8024597168	-3.4002540112	0.0000000000	0.0000000000
0.6667404692	-147.5997619629	-6.7649374008	0.0000000000	0.0000000000
0.6667405386	-141.8024444580	-2.2786929607	0.0000000000	0.0000000000
0.6667406080	-142.1434783936	7.8153448105	0.0000000000	0.0000000000
0.6667407005	-143.5075378418	-2.2786929607	0.0000000000	0.0000000000
0.6667407468	-142.5602722168	3.3291044235	0.0000000000	0.0000000000
0.6667408393	-146.2356872559	11.1800241470	0.0000000000	0.0000000000
0.6667408856	-141.8024597168	17.9093818665	0.0000000000	0.0000000000
0.6667409550	-143.5075378418	-11.2511739731	0.0000000000	0.0000000000
0.6667410244	-147.2082214355	-13.9512271881	0.0000000000	0.0000000000
0.6667410938	-147.4102935791	-15.6127958298	0.0000000000	0.0000000000
0.6667411632	-143.1665191650	5.3229861259	0.0000000000	0.0000000000
0.6667412326	-145.2884063721	3.3291044235	0.0000000000	0.0000000000
0.6667413020	-145.2884216309	2.3321657181	0.0000000000	0.0000000000
0.6667413714	-145.8946533203	6.6937837601	0.0000000000	0.0000000000
0.6667414408	-140.4383850098	3.3291044235	0.0000000000	0.0000000000
0.6667415102	-141.4614410400	-6.7649331093	0.0000000000	0.0000000000
0.6667415796	-144.8716125488	-5.6433720589	0.0000000000	0.0000000000
0.6667416490	-142.1434783936	-2.2786970139	0.0000000000	0.0000000000
0.6667417184	-142.1434783936	-0.0355747789	0.0000000000	0.0000000000
0.6667417878	-143.8485565186	4.4506654739	0.0000000000	0.0000000000
0.6667418572	-143.7727813721	-5.6433720589	0.0000000000	0.0000000000
0.6667419266	-145.2884063721	-0.6586624980	0.0000000000	0.0000000000
0.6667419960	-147.7134246826	-2.6525521278	0.0000000000	0.0000000000
0.6667420654	-143.1665191650	9.3107528687	0.0000000000	0.0000000000
0.6667421348	-142.2571411133	0.3382762074	0.0000000000	0.0000000000
0.6667422042	-147.7134246826	6.6522417068	0.0000000000	0.0000000000
0.6667422736	-144.0759124756	20.2771186829	0.0000000000	0.0000000000
0.6667423430	-142.8634033203	-0.6586624980	0.0000000000	0.0000000000
0.6667424124	-145.5915374756	-14.6158533096	0.0000000000	0.0000000000
0.6667424818	-142.8634033203	-6.6403150558	0.0000000000	0.0000000000
0.6667425512	-140.7415161133	-4.6464295387	0.0000000000	0.0000000000
0.6667426206	-142.4844818115	4.4506654739	0.0000000000	0.0000000000
0.6667426900	-146.2356719971	-12.3727350235	0.0000000000	0.0000000000
0.6667427594	-143.8485565186	-2.2786970139	0.0000000000	0.0000000000
0.6667428288	-146.5009002686	3.3291003704	0.0000000000	0.0000000000
0.6667428982	-144.9625549316	5.9460778236	0.0000000000	0.0000000000
0.6667429676	-145.7936248779	-4.6464295387	0.0000000000	0.0000000000
0.6667430370	-142.0146484375	-4.1811928749	0.0000000000	0.0000000000
0.6667431064	-139.6906585693	8.7790527344	0.0000000000	0.0000000000
0.6667431758	-140.1352386475	2.3321616650	0.0000000000	0.0000000000
0.6667432452	-144.2375640869	-6.5073914528	0.0000000000	0.0000000000
0.6667433146	-145.1671600342	-0.6337429285	0.0000000000	0.0000000000
0.6667433840	-145.8946533203	4.7533054352	0.0000000000	0.0000000000
0.6667434534	-145.5915374756	4.3260474205	0.0000000000	0.0000000000
0.6667435228	-139.5896301270	24.2648887634	0.0000000000	0.0000000000
0.6667435922	-142.2167205811	4.6583600044	0.0000000000	0.0000000000
0.6667436616	-147.4102935791	3.3291044235	0.0000000000	0.0000000000
0.6667437310	-146.5211181641	15.2259454727	0.0000000000	0.0000000000
0.6667438004	-148.6026153564	-4.3805785179	0.0000000000	0.0000000000
0.6667438698	-146.2356872559	-2.2786929607	0.0000000000	0.0000000000
0.6667439392	-147.9407806396	-14.6158533096	0.0000000000	0.0000000000
0.6667440086	-144.2870025635	-17.3396415710	0.0000000000	0.0000000000
0.6667440781	-146.5766906738	7.8153429031	0.0000000000	0.0000000000
0.6667441475	-146.6676330566	6.3946957588	0.0000000000	0.0000000000
0.6667442168	-142.8937072754	3.1795625687	0.0000000000	0.0000000000
0.6667443094	-149.6458587646	3.3291044235	0.0000000000	0.0000000000
0.6667443557	-146.2356872559	3.1047914028	0.0000000000	0.0000000000
0.6667444250	-140.4383850098	4.3260474205	0.0000000000	0.0000000000
0.6667444945	-147.1071777344	14.2954664230	0.0000000000	0.0000000000
0.6667445639	-145.8946685791	8.9784421921	0.0000000000	0.0000000000
0.6667446333	-146.5009155273	4.9906730652	0.0000000000	0.0000000000
0.6667447027	-140.7415161133	3.3291003704	0.0000000000	0.0000000000
0.6667447721	-147.0263519287	-9.2988262177	0.0000000000	0.0000000000
0.6667448415	-147.9407806396	-5.6433763504	0.0000000000	0.0000000000
0.6667449109	-146.5009307861	8.3138141632	0.0000000000	0.0000000000
0.6667449803	-143.7727661133	-1.6556051970	0.0000000000	0.0000000000
0.6667450497	-139.7563476563	11.1800241470	0.0000000000	0.0000000000
0.6667451191	-141.8024597168	4.4506654739	0.0000000000	0.0000000000
0.6667451885	-146.9177093506	3.3291044235	0.0000000000	0.0000000000
0.6667452579	-147.5997619629	7.8153409958	0.0000000000	0.0000000000
0.6667453273	-141.8024597168	-15.9617271423	0.0000000000	0.0000000000
0.6667453967	-146.1220092773	-9.6062192917	0.0000000000	0.0000000000
0.6667454661	-148.9638214111	4.4506616592	0.0000000000	0.0000000000
0.6667455355	-140.7794036865	12.3015813828	0.0000000000	0.0000000000
0.6667456049	-143.1665344238	-6.6403150558	0.0000000000	0.0000000000
0.6667456743	-147.4103088379	-17.6066818237	0.0000000000	0.0000000000
0.6667457437	-148.5217742920	-5.3110632896	0.0000000000	0.0000000000
0.6667458131	-146.3998718262	6.6522417068	0.0000000000	0.0000000000
0.6667458825	-146.2356872559	12.3015813828	0.0000000000	0.0000000000
0.6667459519	-140.7415161133	-7.6372575760	0.0000000000	0.0000000000
0.6667460213	-143.4696502686	-6.6403150558	0.0000000000	0.0000000000
0.6667460907	-145.2126312256	-13.4942922592	0.0000000000	0.0000000000
0.6667461601	-144.1769561768	-8.6342000961	0.0000000000	0.0000000000
0.6667462295	-148.3954620361	1.0859822035	0.0000000000	0.0000000000
0.6667462989	-146.1977996826	3.3291003704	0.0000000000	0.0000000000
0.6667463683	-142.4844970703	8.9369020462	0.0000000000	0.0000000000
0.6667464377	-142.8634033203	19.2801761627	0.0000000000	0.0000000000
0.6667465071	-141.9540252686	-4.6464376450	0.0000000000	0.0000000000
0.6667465765	-142.9644470215	-5.6433720589	0.0000000000	0.0000000000
0.6667466459	-140.7415161133	-12.6219673157	0.0000000000	0.0000000000
0.6667467153	-142.2571411133	-7.6372537613	0.0000000000	0.0000000000
0.6667467847	-139.8700256348	-4.1479601860	0.0000000000	0.0000000000
0.6667468541	-143.4696502686	-2.6525521278	0.0000000000	0.0000000000
0.6667469235	-141.5498504639	-6.3080019951	0.0000000000	0.0000000000
0.6667469929	-143.3686218262	-11.2927122116	0.0000000000	0.0000000000
0.6667470623	-141.6508941650	-7.6372537613	0.0000000000	0.0000000000
0.6667471548	-144.6821594238	1.3352189064	0.0000000000	0.0000000000
0.6667472242	-144.5305938721	14.5447034836	0.0000000000	0.0000000000
0.6667472936	-142.8255157471	-1.1571400166	0.0000000000	0.0000000000
0.6667473630	-144.8716125488	-1.1571359634	0.0000000000	0.0000000000
0.6667474324	-144.1895751953	2.2075393200	0.0000000000	0.0000000000
0.6667475018	-142.4844970703	-1.1571359634	0.0000000000	0.0000000000
0.6667475712	-143.5302734375	2.2823143005	0.0000000000	0.0000000000
