Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control ()	Pump Control ()
0.5217141290	-365.1250610352	128.8652496338	0.0000000000	0.6287683630
0.5217142447	-366.7164611816	142.3239593506	0.0000000000	0.6287683630
0.5217143603	-365.1250610352	155.0349578857	0.0000000000	0.0000000000
0.5217144760	-359.7736511230	184.0805053711	0.0261082311	0.0000000000
0.5217145916	-363.9883117676	504.9616088867	0.0261082311	0.0000000000
0.5217147073	-386.9501342773	270.9295043945	0.0261082311	0.0000000000
0.5217148237	-399.4996032715	275.1166381836	0.0261082311	0.0000000000
0.5217149394	-393.1409301758	26.7170429230	0.0261082311	0.0000000000
0.5217150550	-396.4986572266	201.3927764893	0.2617000395	1.4149200197
0.5217151707	-392.1791381836	108.6771774292	0.2617000395	1.4149200197
0.5217152864	-395.2103881836	88.2398529053	0.2617000395	1.4149200197
0.5217154024	-388.5870666504	168.3441772461	0.2617000395	1.4149200197
0.5217155181	-390.5876464844	191.6726226807	0.2617000395	1.4149200197
0.5217156337	-392.1791076660	537.1129760742	0.2263563805	1.5702002370
0.5217157494	-417.4143981934	294.1083679199	0.5524324577	1.3581382833
0.5217158651	-422.8706970215	109.4248733521	0.5524324577	1.3581382833
0.5217159807	-414.5346984863	64.3132400513	0.5524324577	1.3581382833
0.5217160964	-419.4605407715	101.9478149414	0.5524324577	1.3581382833
0.5217162121	-416.0503234863	155.7826995850	0.4912117241	3.3145947465
0.5217163281	-418.3237915039	756.9386596680	0.4899786405	2.9472703445
0.5217164442	-421.8703918457	249.9936981201	0.4899786405	2.9472703445
0.5217165600	-443.3317871094	661.2322998047	0.4899786405	2.9472703445
0.5217166757	-450.0122375488	519.5131225586	0.4899786405	2.9472703445
0.5217167915	-468.2488403320	535.3184814453	0.4899786405	2.9472703445
0.5217169072	-470.6132507324	497.4845581055	1.0000000000	2.9398718427
0.5217170228	-477.2062072754	478.0441894531	1.0000000000	2.9398718427
0.5217171385	-472.8866271973	311.3056335449	1.0000000000	2.9398718427
0.5217172542	-471.5225524902	208.1221313477	1.0000000000	2.9398718427
0.5217173699	-475.3874511719	228.3102264404	1.0000000000	6.0000000000
0.5217174855	-472.1136779785	26.0805225372	0.9439552919	6.0000000000
0.5217176012	-474.0233459473	-0.9864536524	0.9439552919	6.0000000000
0.5217177169	-468.1123962402	4.7459664345	0.9439552919	6.0000000000
0.5217178325	-467.4304199219	8.4844980240	0.9439552919	6.0000000000
0.5217179482	-467.4303588867	9.2322053909	0.9123034563	5.6637317517
0.5217180638	-462.8835449219	10.7276172638	0.9123034563	5.6637317517
0.5217181796	-470.9768981934	26.5789966583	0.9380548589	5.4738207377
0.5217182954	-463.4621582031	34.2463912964	0.9380548589	5.4738207377
0.5217184109	-463.7928771973	60.8239555359	0.9380548589	5.4738207377
0.5217185266	-464.9121398926	79.8617172241	0.8517481984	5.6283291537
0.5217186423	-470.3682861328	109.5399093628	0.8517481984	5.6283291537
0.5217187417	-464.2557373047	552.8556518555	0.8501390001	5.1104891906
0.5217188572	-467.2624816895	698.1344604492	0.8501390001	5.1104891906
0.5217189729	-495.4812927246	591.2929077148	0.8501390001	5.1104891906
0.5217191116	-492.6657104492	503.4661560059	0.8501390001	5.1104891906
0.5217192281	-508.0615234375	503.9147949219	1.0000000000	5.1008340006
0.5217193206	-499.4125671387	524.4824829102	0.9113296290	6.0000000000
0.5217194363	-501.7910461426	127.6229171753	0.9113296290	6.0000000000
0.5217195520	-496.1807861328	38.4502677917	0.9113296290	6.0000000000
0.5217196676	-494.9216003418	-16.0747871399	0.9113296290	6.0000000000
0.5217197833	-495.9709472656	13.6034107208	0.8971950227	5.4679777742
0.5217198991	-493.4717102051	4.0662322044	0.8971950227	5.4679777742
0.5217200147	-494.4739379883	3.9407453537	0.9283369156	5.3831701364
0.5217201303	-488.6259155273	17.7445564270	0.9283369156	5.3831701364
0.5217202460	-491.3540649414	22.5758914948	0.9283369156	5.3831701364
0.5217203616	-485.7719116211	47.6988296509	0.7940508387	5.5700214935
0.5217205005	-483.4961242676	85.2490310669	0.7940508387	5.5700214935
0.5217205930	-485.4780578613	513.9915771484	0.8634589642	4.7643050322
0.5217207087	-484.4287719727	907.4002685547	0.8634589642	4.7643050322
0.5217208475	-510.3985900879	425.7047424316	0.8634589642	4.7643050322
0.5217209631	-514.0361328125	521.4111938477	0.8634589642	4.7643050322
0.5217210788	-505.0787658691	544.5401611328	0.9856476770	5.1807537850
0.5217211714	-519.0132446289	323.3609619141	1.0000000000	5.9138860622
0.5217212870	-502.9941101074	14.6156883240	1.0000000000	5.9138860622
0.5217214027	-507.9328002930	14.2935981750	1.0000000000	5.9138860622
0.5217215184	-508.7722167969	10.8426485062	1.0000000000	5.9138860622
0.5217216575	-502.6416015625	3.2505509853	0.9315881328	6.0000000000
0.5217217731	-505.3212585449	-8.7127542496	0.9315881328	6.0000000000
0.5217218894	-494.1479797363	32.9793663025	0.9084652436	5.5895287968
0.5217219827	-493.9678039551	25.2739105225	0.9084652436	5.5895287968
0.5217220984	-498.2793884277	32.2385597229	0.9084652436	5.5895287968
0.5217222140	-497.6497802734	52.2540855408	0.9084652436	5.5895287968
0.5217223535	-492.0745849609	82.4476242065	0.7960509283	5.4507914617
0.5217224464	-490.7435607910	114.4238357544	0.8601110451	4.7763055699
0.5217225629	-486.6596069336	904.7399902344	0.8601110451	4.7763055699
0.5217226786	-491.7738342285	609.2379150391	0.8601110451	4.7763055699
0.5217227943	-524.5115356445	362.8399047852	0.8601110451	4.7763055699
0.5217229335	-511.8991394043	577.4891967773	1.0000000000	5.1606662705
0.5217230260	-521.1538085938	491.9054870605	1.0000000000	5.1606662705
0.5217231417	-529.8978271484	322.3486938477	1.0000000000	6.0000000000
0.5217232810	-514.6272583008	32.8597297668	1.0000000000	6.0000000000
0.5217233735	-518.2730102539	-13.8787231445	1.0000000000	6.0000000000
0.5217234895	-511.7420654297	52.5719947815	0.7066826577	6.0000000000
0.5217236051	-512.8994140625	-9.4029455185	0.7066826577	6.0000000000
0.5217237212	-509.0965576172	4.3381266594	0.7054583762	4.2400959462
0.5217238603	-498.8040161133	19.4010143280	0.7054583762	4.2400959462
0.5217239529	-504.7849731445	19.1249370575	0.7054583762	4.2400959462
0.5217240685	-507.0933227539	53.6344680786	0.7054583762	4.2400959462
0.5217242080	-501.9868774414	65.4597320557	0.6369727639	4.2327502570
0.5217243006	-497.2301025391	121.2731475830	0.5100852861	3.8218365835
0.5217244162	-493.8723449707	683.0883789063	0.5100852861	3.8218365835
0.5217245319	-509.1918945313	509.1602783203	0.5100852861	3.8218365835
0.5217246475	-526.6101074219	458.7763977051	0.5100852861	3.8218365835
0.5217247632	-510.4511108398	534.6973266602	0.7253438992	3.0605117168
0.5217249024	-523.5755615234	393.7328186035	0.8277560941	4.3520633953
0.5217250185	-507.3522033691	-43.1072463989	0.8277560941	4.3520633953
0.5217251110	-510.8707885742	37.0698928833	0.8277560941	4.3520633953
0.5217252498	-509.7165527344	21.1955070496	0.8277560941	4.3520633953
0.5217253423	-506.5338134766	-4.3875575066	0.6942510000	4.9665365644
0.5217254585	-510.8326721191	3.7943420410	0.6942510000	4.9665365644
0.5217255742	-501.8469238281	15.6739835739	0.5838276958	4.1655060001
0.5217256899	-499.5384521484	18.4347476959	0.5838276958	4.1655060001
0.5217258055	-498.0694274902	41.2110366821	0.5838276958	4.1655060001
0.5217259212	-495.7610778809	57.7756156921	0.6080751389	3.5029661748
0.5217260600	-494.0297546387	264.9477844238	0.6080751389	3.5029661748
0.5217261526	-493.8723449707	626.8608398438	0.4700674066	3.6484508335
0.5217262682	-504.1553649902	592.2131958008	0.4700674066	3.6484508335
0.5217263839	-518.8453979492	565.7559204102	0.4700674066	3.6484508335
0.5217265227	-502.2141418457	566.2734985352	0.4700674066	3.6484508335
0.5217266157	-522.7373046875	375.2005615234	0.8491772502	2.8204044397
0.5217267315	-498.4319763184	30.9836635590	0.4932773376	5.0950635014
0.5217268701	-510.1713256836	15.2138566971	0.4932773376	5.0950635014
0.5217269627	-504.5750427246	22.5758895874	0.4932773376	5.0950635014
0.5217270784	-503.1060791016	-2.9611625671	0.4932773376	5.0950635014
0.5217271944	-496.7785644531	7.3289518356	0.5170963267	2.9596640254
0.5217273332	-489.2554931641	18.2046833038	0.5170963267	2.9596640254
0.5217274257	-488.6258850098	12.2230310440	0.4883562710	3.1025779601
0.5217275646	-485.3906555176	54.0945968628	0.4883562710	3.1025779601
0.5217276571	-485.8977966309	97.1164779663	0.4883562710	3.1025779601
0.5217277728	-480.4414978027	605.7869873047	0.4883562710	3.1025779601
0.5217278892	-499.4736633301	581.1325073242	0.5449638226	2.9301376259
0.5217280049	-511.9200744629	429.7883911133	0.7839545312	3.2697829355
0.5217281205	-495.3413391113	499.4976501465	0.7839545312	3.2697829355
0.5217282362	-504.5751342773	349.7262573242	0.7839545312	3.2697829355
0.5217283522	-494.4638061523	13.8543939590	0.7839545312	3.2697829355
0.5217284678	-488.6259155273	39.8306617737	0.7839545312	3.2697829355
0.5217285835	-497.6497802734	28.0974159241	0.7839545312	3.2697829355
0.5217286992	-485.8977661133	1.8701704741	0.7839545312	3.2697829355
0.5217288149	-488.8357543945	14.9837942123	0.7839545312	3.2697829355
0.5217289310	-481.3852233887	17.9327888489	0.3685673856	3.0309979693
0.5217290467	-477.9232177734	19.3550014496	0.3685673856	3.0309979693
0.5217291623	-482.5401000977	43.9717941284	0.3685673856	3.0309979693
0.5217292780	-477.0838317871	306.9344177246	0.3685673856	3.0309979693
0.5217293937	-475.6147766113	738.9937133789	0.3685673856	3.0309979693
0.5217295093	-491.1722106934	608.7778320313	0.5905368740	2.3450156120
0.5217296484	-493.6205749512	579.2836303711	0.5905368740	2.3450156120
0.5217297409	-490.3047180176	538.8385620117	0.5905368740	2.3450156120
0.5217298566	-502.6864013672	297.2717590332	0.5905368740	2.3450156120
0.5217299723	-484.4287719727	21.8857021332	0.5905368740	2.3450156120
0.5217301115	-494.3843994141	-34.2544059753	0.5718328198	3.5432212441
0.5217302040	-480.5674438477	27.5452632904	0.4678109543	3.4309969187
0.5217303197	-476.6640319824	-11.9336414337	0.4678109543	3.4309969187
0.5217304354	-480.2316284180	13.6034126282	0.4678109543	3.4309969187
0.5217305568	-473.8687133789	20.1188125610	0.4678109543	3.4309969187
0.5217306725	-474.7753601074	8.6340398788	0.3266551715	2.8068657259
0.5217307882	-472.8866882324	47.9749031067	0.3080500852	1.9599310288
0.5217309038	-469.4765319824	110.9202957153	0.3080500852	1.9599310288
0.5217310197	-465.6942749023	629.6926879883	0.3080500852	1.9599310288
0.5217311352	-474.9328308105	503.4662780762	0.3080500852	1.9599310288
0.5217312508	-491.7737731934	495.3565063477	0.3080500852	1.9599310288
0.5217313665	-481.0711364746	470.0686950684	0.3751230525	1.7633606849
0.5217314822	-496.7579040527	442.9020080566	0.3751230525	1.7633606849
0.5217315978	-481.9804382324	51.8514785767	0.3751230525	1.7633606849
0.5217317135	-483.5719299316	60.8239555359	0.3751230525	1.7633606849
0.5217318292	-479.7070007324	9.9799079895	0.3751230525	1.7633606849
0.5217319448	-471.2077941895	3.8027033806	0.3375661221	2.2507383150
0.5217320609	-472.7378540039	16.1926727295	0.3151246858	2.0253967328
0.5217321766	-468.3397521973	1.7551399469	0.3151246858	2.0253967328
0.5217322928	-467.4303588867	9.7759914398	0.3151246858	2.0253967328
0.5217324085	-469.4765319824	35.4019355774	0.3151246858	2.0253967328
0.5217325241	-467.2788085938	81.7597351074	0.3151246858	2.0253967328
0.5217326400	-462.5197143555	625.9405517578	0.1730814183	1.8608655073
0.5217327557	-473.5687255859	404.0213012695	0.1730814183	1.8608655073
0.5217328714	-488.5734558105	439.1634826660	0.1730814183	1.8608655073
0.5217329875	-470.4065551758	507.3407592773	0.1730814183	1.8608655073
0.5217331031	-486.3000488281	427.2001342773	0.1730814183	1.8608655073
0.5217332188	-475.8420715332	69.5471954346	0.3037042237	1.4973901010
0.5217333345	-471.9773254395	78.7689132690	0.3037042237	1.4973901010
0.5217334501	-477.4335632324	10.7276163101	0.3037042237	1.4973901010
0.5217335658	-466.9757080078	-10.9558725357	0.3037042237	1.4973901010
0.5217336815	-467.6577148438	6.2413783073	0.3037042237	1.4973901010
0.5217337971	-459.9280090332	-7.9650478363	0.1347157022	1.8222253420
0.5217339128	-461.8225402832	10.2291479111	0.1613013220	0.8082942129
0.5217340285	-466.2936096191	31.6634006500	0.1613013220	0.8082942129
0.5217341441	-460.3826599121	75.0303802490	0.1613013220	0.8082942129
0.5217342599	-458.5639038086	522.1588134766	0.1613013220	0.8082942129
0.5217343755	-459.0186157227	361.4019775391	0.2924633049	0.9678079322
0.5217344915	-485.1632690430	543.0947265625	0.3737034796	1.7547798292
0.5217346072	-471.0679016113	514.6818237305	0.3737034796	1.7547798292
0.5217347228	-481.5256958008	423.4616394043	0.3737034796	1.7547798292
0.5217348385	-473.1140136719	170.7368164063	0.3737034796	1.7547798292
0.5217349542	-469.4589233398	50.6436424255	0.3737034796	1.7547798292
0.5217350698	-470.3858642578	-11.7035779953	0.2321116615	1.8875057387
0.5217351855	-466.2936706543	30.9156951904	0.2321116615	1.8875057387
0.5217353013	-470.8405761719	-0.4879781902	0.2321116615	1.8875057387
0.5217354168	-459.9279479980	-4.2265114784	0.2321116615	1.8875057387
0.5217355328	-463.1315002441	20.6517238617	0.2321116615	1.8875057387
0.5217356484	-458.1092529297	33.1588134766	0.0355665334	1.3926699692
0.5217357641	-453.1076354980	69.7964324951	0.0000000000	0.2133992005
0.5217358798	-454.6990356445	564.0304565430	0.0000000000	0.2133992005
0.5217359955	-453.7896423340	446.6405639648	0.0000000000	0.2133992005
0.5217361111	-474.9327392578	401.2796936035	0.0000000000	0.2133992005
0.5217362268	-465.6116027832	536.3652954102	0.2121629549	0.0000000000
0.5217363429	-480.2526550293	429.7423706055	0.3208532731	1.2729777296
0.5217364587	-471.2952270508	218.5900115967	0.3208532731	1.2729777296
0.5217365742	-465.3842468262	36.8973388672	0.3208532731	1.2729777296
0.5217366899	-470.6132202148	18.2046833038	0.3208532731	1.2729777296
0.5217368055	-459.7006835938	27.9248676300	0.3208532731	1.2729777296
0.5217369212	-462.4288330078	3.9982590675	0.0964092826	1.0752014823
0.5217370369	-459.2459106445	7.7367916107	0.0964092826	1.0752014823
0.5217371526	-454.6990661621	33.1588134766	0.0964092826	1.0752014823
0.5217372682	-453.7897033691	21.9432163239	0.0964092826	1.0752014823
0.5217373839	-446.2872924805	66.8056106567	0.0964092826	1.0752014823
0.5217374999	-447.8373413086	593.8027343750	0.0361365800	0.5784556958
0.5217376156	-454.6232604980	443.8989257813	0.0000000000	0.2168194801
0.5217377313	-472.4319458008	420.4707031250	0.0000000000	0.2168194801
0.5217378469	-461.0646972656	498.2322998047	0.0000000000	0.2168194801
0.5217379626	-472.7350463867	452.3729553223	0.0000000000	0.2168194801
0.5217380782	-465.8389587402	172.9799194336	0.0758765780	0.0000000000
0.5217381942	-460.6282348633	55.1114768982	0.1949424238	0.4552594678
0.5217383105	-461.9740905762	-27.2558727264	0.1949424238	0.4552594678
0.5217384261	-450.8341979980	26.4294528961	0.1949424238	0.4552594678
0.5217385417	-455.3811340332	12.9707384109	0.1949424238	0.4552594678
0.5217386574	-451.7435607910	6.9890871048	0.1949424238	0.4552594678
0.5217387737	-452.7711181641	25.5022983551	0.1231027087	1.0062961632
0.5217388894	-447.4240417480	32.4111099243	0.1231027087	1.0062961632
0.5217390051	-447.6513671875	166.9982757568	0.1231027087	1.0062961632
0.5217391208	-443.8622741699	648.2720947266	0.1231027087	1.0062961632
0.5217392365	-457.8819274902	539.3560791016	0.1231027087	1.0062961632
0.5217393526	-457.4454040527	526.8245849609	0.1830978004	0.7386162520
0.5217394684	-461.0829162598	458.1551818848	0.1821647846	1.0985868023
0.5217395841	-466.2936096191	417.4799499512	0.1821647846	1.0985868023
0.5217396998	-454.6990356445	1.0074307919	0.1821647846	1.0985868023
0.5217398154	-460.3827209473	41.3835830688	0.1821647846	1.0985868023
0.5217399311	-451.7435607910	18.9523868561	0.0841198809	1.0929887074
0.5217400467	-455.3811340332	-17.6852302551	0.0841198809	1.0929887074
0.5217401624	-454.2443542480	10.7276191711	0.0841198809	1.0929887074
0.5217402781	-450.8341979980	6.2413783073	0.0841198809	1.0929887074
0.5217403938	-450.5159301758	22.0927562714	0.0245040585	0.5047192851
0.5217405094	-446.0599365234	62.3193626404	0.0245040585	0.5047192851
0.5217406273	-446.3873291016	672.6572265625	0.0827595578	0.1470243512
0.5217407433	-447.2420959473	490.4560852051	0.0827595578	0.1470243512
0.5217408593	-470.7372131348	455.4090881348	0.0827595578	0.1470243512
0.5217409749	-457.4272155762	500.4754028320	0.0827595578	0.1470243512
0.5217410906	-474.0234069824	458.6038208008	0.3182639006	0.4965573468
0.5217412067	-456.0548706055	110.1046142578	0.0984352370	1.9095834033
0.5217413223	-464.5505981445	33.1588096619	0.0984352370	1.9095834033
0.5217414380	-457.2756347656	-1.4849209785	0.0984352370	1.9095834033
0.5217415539	-461.7260437012	40.7718238831	0.0984352370	1.9095834033
0.5217416696	-453.5623474121	10.7276191711	0.1211263111	0.5906114222
0.5217417853	-455.6084289551	-1.2356863022	0.1192142663	0.7267578667
0.5217419009	-454.4192199707	20.5053195953	0.1192142663	0.7267578667
0.5217420166	-450.1521606445	33.1588134766	0.1192142663	0.7267578667
0.5217421323	-452.2740783691	72.2887878418	0.1192142663	0.7267578667
0.5217422484	-447.0238952637	593.6395874023	0.0654859162	0.7152855979
0.5217423640	-460.5050964355	418.5152587891	0.0654859162	0.7152855979
0.5217424797	-467.4303588867	474.3056335449	0.2218455582	0.3929154973
0.5217425954	-469.4764404297	423.4616394043	0.2218455582	0.3929154973
0.5217427110	-471.2952575684	472.8102416992	0.2218455582	0.3929154973
0.5217428267	-461.5194091797	71.2918472290	0.2218455582	0.3929154973
0.5217429428	-465.4462890625	76.6617355347	0.2451929514	1.3310733494
0.5217430585	-461.4739685059	-4.5255932808	0.2104795296	1.4711577085
0.5217431742	-460.0154418945	-5.9519867897	0.2104795296	1.4711577085
