Day fraction since midnight on 	air chamber (200kPa) (cm)	waste (100 psi) (cm)	PID control ()	Pump Control ()
0.5235911114	-160.7871398926	189.8780975342	0.0000000000	0.0000000000
0.5235912039	-161.2488098145	202.7156524658	0.0000000000	0.0000000000
0.5235913200	-167.5826873779	205.5391693115	0.1010771372	0.0000000000
0.5235914588	-166.6526489258	203.6359100342	0.1010771372	0.0000000000
0.5235915515	-161.8784027100	206.3548431396	0.1010771372	0.0000000000
0.5235916676	-160.4399261475	205.5391540527	0.0949910295	0.6064628230
0.5235918066	-167.0618743896	225.7680206299	0.0949910295	0.6064628230
0.5235919227	-163.2424926758	208.7203063965	0.0550066002	0.5699461769
0.5235920153	-163.7671051025	213.0685272217	0.0550066002	0.5699461769
0.5235921309	-162.9277038574	216.5194854736	0.0550066002	0.5699461769
0.5235922466	-162.5079650879	216.2893981934	0.0160842895	0.3300396013
0.5235923854	-161.6510467529	211.1129608154	0.0160842895	0.3300396013
0.5235924780	-160.4094085693	207.5470123291	0.0160842895	0.3300396013
0.5235925937	-163.7531280518	201.2892608643	0.0244356432	0.0965057372
0.5235927324	-159.8322906494	221.5808715820	0.0244356432	0.0965057372
0.5235928481	-165.7432556152	215.8484344482	0.0244356432	0.0965057372
0.5235929406	-163.4593353271	215.2771148682	0.0565175511	0.1466138595
0.5235930563	-165.2360992432	219.2802429199	0.0565175511	0.1466138595
0.5235931720	-165.8656616211	208.9273681641	0.0711641640	0.3391053064
0.5235932877	-161.6685485840	207.5469970703	0.0711641640	0.3391053064
0.5235934034	-163.2774505615	218.5900573730	0.0711641640	0.3391053064
0.5235935191	-165.2361145020	213.0685272217	0.0597056413	0.4269849838
0.5235936347	-167.7544097900	209.6175689697	0.0597056413	0.4269849838
0.5235937503	-163.3893737793	197.4701995850	0.0299785797	0.3582338476
0.5235938660	-163.9070281982	206.3966522217	0.0299785797	0.3582338476
0.5235939817	-159.6399078369	208.9273681641	0.0299785797	0.3582338476
0.5235940974	-162.0043182373	213.4826354980	0.0000000000	0.1798714784
0.5235942130	-163.4733276367	213.7126922607	0.0000000000	0.1798714784
0.5235943287	-164.6065521240	207.5469970703	0.0855660569	0.0000000000
0.5235944675	-161.4236907959	217.0946350098	0.0855660569	0.0000000000
0.5235945601	-165.3060607910	202.7156677246	0.0855660569	0.0000000000
0.5235946757	-165.5159301758	210.9979553223	0.0855660569	0.0000000000
0.5235948145	-167.7893676758	219.3377380371	0.0000000000	0.5133963412
0.5235949302	-169.3807983398	206.6267547607	0.0000000000	0.5133963412
0.5235950227	-165.4459686279	204.7862243652	0.0465290779	0.0000000000
0.5235951384	-166.7051086426	213.0685272217	0.0465290779	0.0000000000
0.5235952540	-166.0755462646	198.5745086670	0.0465290779	0.0000000000
0.5235953697	-164.3966979980	206.8567962646	0.0076149242	0.2791744677
0.5235954854	-166.3413696289	204.9702606201	0.0076149242	0.2791744677
0.5235956011	-165.4459686279	207.5469970703	0.0549246694	0.0456895451
0.5235957167	-164.8723602295	205.1543121338	0.0549246694	0.0456895451
0.5235958324	-169.7030792236	218.1956329346	0.0549246694	0.0456895451
0.5235959481	-166.3693237305	219.2802429199	0.0262793046	0.3295480164
0.5235960639	-162.8437500000	206.9948425293	0.0262793046	0.3295480164
0.5235961796	-164.2287902832	208.8353424072	0.0081197178	0.1576758277
0.5235963182	-163.2576293945	215.8484649658	0.0081197178	0.1576758277
0.5235964339	-163.3182373047	203.1374359131	0.0081197178	0.1576758277
0.5235965496	-164.3585510254	217.7743682861	0.0081197178	0.1576758277
0.5235966652	-168.3804779053	215.7985992432	0.0941482645	0.0487183068
0.5235967809	-164.1868286133	210.3077545166	0.0941482645	0.0487183068
0.5235968966	-164.8338928223	200.6450958252	0.0941482645	0.0487183068
0.5235970122	-165.4250030518	195.4609832764	0.0941482645	0.0487183068
0.5235971279	-164.6065521240	199.8973846436	0.0941482645	0.0487183068
0.5235972436	-163.3940429688	197.6542663574	0.0000000000	0.5648895869
0.5235973592	-168.6230010986	199.1496734619	0.0000000000	0.5648895869
0.5235974749	-162.5604248047	223.0762634277	0.0000000000	0.5648895869
0.5235975906	-161.4237213135	214.8515014648	0.0000000000	0.5648895869
0.5235977063	-162.8787231445	203.0377502441	0.0000000000	0.0000000000
0.5235978224	-161.9693450928	206.9258270264	0.0000000000	0.0000000000
0.5235979380	-161.6965332031	204.1343688965	0.0275389927	0.0000000000
0.5235980537	-159.8322906494	200.6450958252	0.0275389927	0.0000000000
0.5235981694	-164.1518402100	209.6175689697	0.0275389927	0.0000000000
0.5235982854	-159.4230651855	210.5148162842	0.0275389927	0.0000000000
0.5235984010	-162.7119903564	218.3407897949	0.0080410224	0.1652339565
0.5235985167	-162.1057586670	216.3469238281	0.0574660641	0.0482461345
0.5235986324	-164.1518554688	205.8790130615	0.0574660641	0.0482461345
0.5235987481	-156.8768157959	206.6267242432	0.0574660641	0.0482461345
0.5235988638	-160.2869873047	212.6083831787	0.0574660641	0.0482461345
0.5235989794	-161.4237213135	206.6267547607	0.2341578022	0.3447963846
0.5235990954	-160.8780822754	200.1665496826	0.0388918221	1.4049468133
0.5235992115	-158.3318176270	211.4120483398	0.0388918221	1.4049468133
0.5235993272	-162.2572937012	202.8881988525	0.0388918221	1.4049468133
0.5235994429	-159.5291748047	208.8698425293	0.0388918221	1.4049468133
0.5235995589	-162.9696655273	213.5056457520	0.0000000000	0.2333509324
0.5235996519	-164.3585205078	215.5991821289	0.0781701649	0.0000000000
0.5235997678	-159.3321380615	211.9558410645	0.0781701649	0.0000000000
0.5235998835	-161.5706176758	207.8690948486	0.0781701649	0.0000000000
0.5235999992	-159.1502532959	213.7587127686	0.0781701649	0.0000000000
0.5236001148	-159.5699768066	202.0254821777	0.0781701649	0.0000000000
0.5236002537	-162.5604400635	199.1496734619	0.1175906596	0.4690209892
0.5236003466	-159.3982543945	201.4607543945	0.0594225216	0.7055439574
0.5236004857	-163.1515502930	202.2003021240	0.0594225216	0.7055439574
0.5236005783	-164.4246673584	204.5101318359	0.0594225216	0.7055439574
0.5236006939	-164.9423217773	196.0897979736	0.0594225216	0.7055439574
0.5236008330	-163.3515930176	217.0348205566	0.0543786003	0.3565351295
0.5236009491	-166.5526123047	209.2586822510	0.0132684420	0.3262716019
0.5236010652	-167.0618896484	216.7955627441	0.0132684420	0.3262716019
0.5236011810	-164.8793487549	214.1037902832	0.0132684420	0.3262716019
0.5236012734	-165.6558227539	210.3077545166	0.0132684420	0.3262716019
0.5236013948	-165.0033416748	190.8569183350	0.0509470768	0.0796106518
0.5236015114	-162.6224365234	212.8802642822	0.0207470630	0.3056824608
0.5236016270	-163.5572357178	218.5900573730	0.0207470630	0.3056824608
0.5236017663	-164.3337249756	211.4120635986	0.0207470630	0.3056824608
0.5236018586	-166.4952545166	206.1666107178	0.0207470630	0.3056824608
0.5236019743	-165.2361297607	211.6881408691	0.0207470630	0.3056824608
0.5236020904	-166.3426208496	204.7234802246	0.0000000000	0.0286903053
0.5236022298	-162.2421417236	207.8230743408	0.0000000000	0.0286903053
0.5236023224	-165.0262603760	217.2096557617	0.0000000000	0.0286903053
0.5236024380	-168.3839721680	210.3077545166	0.0000000000	0.0286903053
0.5236025537	-167.5445251465	197.1941375732	0.0000000000	0.0286903053
0.5236026928	-167.5620269775	214.8515014648	0.0000000000	0.0000000000
0.5236027853	-163.8790435791	221.0747222900	0.0250989061	0.0000000000
0.5236029010	-166.4952545166	210.3077697754	0.0250989061	0.0000000000
0.5236030167	-167.3346710205	199.2646942139	0.0250989061	0.0000000000
0.5236031324	-166.0755310059	202.0254669189	0.0250989061	0.0000000000
0.5236032712	-166.2888946533	213.1068572998	0.0000000000	0.1505934367
0.5236033871	-165.3522338867	194.1250915527	0.0352871412	0.0000000000
0.5236034796	-162.0882568359	203.4058380127	0.0352871412	0.0000000000
0.5236035954	-167.3346862793	213.0685272217	0.0352871412	0.0000000000
0.5236037346	-167.8803100586	207.8230743408	0.0352871412	0.0000000000
0.5236038270	-162.9277038574	206.8568115234	0.0084201695	0.2117228471
0.5236039426	-165.7817230225	209.2034454346	0.0328102612	0.0505210169
0.5236040583	-166.7610778809	206.6727447510	0.0328102612	0.0505210169
0.5236041740	-163.0775756836	209.6175689697	0.0328102612	0.0505210169
0.5236043128	-163.2424774170	207.3744354248	0.0328102612	0.0505210169
0.5236044053	-163.3474121094	208.2371826172	0.0328102612	0.0505210169
0.5236045212	-164.8545532227	230.0095520020	0.0000000000	0.0000000000
0.5236046374	-165.8466033936	225.3873596191	0.0000000000	0.0000000000
0.5236047766	-163.8244781494	201.3030548096	0.0000000000	0.0000000000
0.5236048691	-162.5079803467	215.8292846680	0.0000000000	0.0000000000
0.5236049848	-162.9276733398	210.9979553223	0.0000000000	0.0000000000
0.5236051236	-165.2885742188	214.1038055420	0.0370207665	0.0000000000
0.5236052161	-165.7257843018	212.3783569336	0.0355707713	0.2221245992
0.5236053318	-162.1482238770	222.6325836182	0.0355707713	0.2221245992
0.5236054475	-158.3108367920	207.5470123291	0.0355707713	0.2221245992
0.5236055633	-162.2981262207	201.3352661133	0.0355707713	0.2221245992
0.5236057019	-157.1041564941	211.1129608154	0.0355707713	0.2221245992
0.5236057949	-160.9028778076	210.7051544189	0.0647462234	0.0000000000
0.5236059340	-161.8784027100	217.0518798828	0.0647462234	0.0000000000
0.5236060500	-165.0430450439	202.0806732178	0.0647462234	0.0000000000
0.5236061664	-162.6968383789	195.3213958740	0.0647462234	0.0000000000
0.5236062589	-163.9769744873	211.6881408691	0.0647462234	0.0000000000
0.5236063746	-159.4720458984	207.0868682861	0.0865740130	0.0000000000
0.5236064902	-163.6132202148	210.9059143066	0.0865740130	0.0000000000
0.5236066059	-163.3473968506	214.4488983154	0.0865740130	0.0000000000
0.5236067451	-164.6611175537	215.8983001709	0.0865740130	0.0000000000
0.5236068608	-164.6065521240	208.8698425293	0.0865740130	0.0000000000
0.5236069532	-161.4726715088	212.1482696533	0.0343375566	0.2801923720
0.5236070690	-160.6714019775	203.1464996338	0.0343375566	0.2801923720
0.5236072077	-165.3492126465	207.5738372803	0.0343375566	0.2801923720
0.5236073234	-170.0173645020	218.2909698486	0.0343375566	0.2801923720
0.5236074159	-166.5512237549	213.5286560059	0.0343375566	0.2801923720
0.5236075316	-166.4952545166	212.0562286377	0.0442681220	0.2060253394
0.5236076481	-165.6812744141	216.4148864746	0.0155328771	0.2656087320
0.5236077638	-166.9849090576	216.0593566895	0.0155328771	0.2656087320
0.5236079027	-166.5162200928	199.7478179932	0.0155328771	0.2656087320
0.5236079950	-166.9149780273	208.9273681641	0.0155328771	0.2656087320
0.5236081107	-164.9423065186	207.0868530273	0.0000000000	0.0931972623
0.5236082495	-158.7735137939	215.2146759033	0.0000000000	0.0000000000
0.5236083656	-160.7871398926	208.7203063965	0.0000000000	0.0000000000
0.5236084580	-164.1868286133	212.3783264160	0.0000000000	0.0000000000
0.5236085968	-167.7590789795	215.8983001709	0.0000000000	0.0000000000
0.5236087125	-164.9551544189	217.6927795410	0.0000000000	0.0000000000
0.5236088287	-165.3886108398	213.1467590332	0.0900926904	0.3899842678
0.5236089448	-166.2434387207	209.6175689697	0.0900926904	0.3899842678
0.5236090608	-168.1531372070	206.0285644531	0.0900926904	0.3899842678
0.5236091534	-168.3839874268	211.6881408691	0.0900926904	0.3899842678
0.5236092757	-168.1531219482	210.8737182617	0.0900926904	0.3899842678
0.5236093912	-165.0612182617	221.5808715820	0.0165523336	0.4397093121
0.5236095076	-169.0079345703	195.7999267578	0.0165523336	0.4397093121
0.5236096232	-167.3346710205	224.5717010498	0.0165523336	0.4397093121
0.5236097389	-165.0612487793	223.0762939453	0.0165523336	0.4397093121
0.5236098546	-162.5604553223	205.8790130615	0.0165523336	0.4397093121
0.5236099702	-162.7877807617	211.1129608154	0.0000000000	0.0993140014
0.5236100862	-168.7897033691	221.2817993164	0.1334428689	0.0000000000
0.5236102023	-161.1343536377	217.7743682861	0.1334428689	0.0000000000
0.5236103183	-164.8545684814	201.4607543945	0.1334428689	0.0000000000
0.5236104339	-164.0457611084	204.6826934814	0.1334428689	0.0000000000
0.5236105496	-162.3330993652	212.6083831787	0.1166252258	0.8006572131
0.5236106657	-167.5165557861	217.8124237061	0.1962869958	0.6997513551
0.5236107818	-164.8545684814	215.4904479980	0.1962869958	0.6997513551
0.5236108975	-168.8503265381	207.6236724854	0.1962869958	0.6997513551
0.5236110136	-166.4914398193	192.1076354980	0.1962869958	0.6997513551
0.5236111292	-167.2507476807	211.2740173340	0.1962869958	0.6997513551
0.5236112449	-166.4404602051	212.9074707031	0.1229463518	0.7507400056
0.5236113610	-165.2679138184	207.9862060547	0.1229463518	0.7507400056
0.5236114766	-163.2424774170	202.8881988525	0.1229463518	0.7507400056
0.5236115923	-165.5159301758	203.6358947754	0.1229463518	0.7507400056
0.5236117079	-164.3792114258	207.3744506836	0.1229463518	0.7507400056
0.5236118240	-160.7871398926	202.4395751953	0.0781852363	0.7376781108
0.5236119400	-161.8784027100	214.1038055420	0.0767244146	0.4691114180
0.5236120557	-161.1963653564	214.8514862061	0.0767244146	0.4691114180
0.5236121714	-164.8339080811	207.3744354248	0.0767244146	0.4691114180
0.5236122871	-164.3337249756	202.4395904541	0.0767244146	0.4691114180
0.5236124027	-165.2885742188	216.3468933105	0.0318621482	0.4603464874
0.5236125184	-162.0754394531	211.7609710693	0.0576798441	0.1911728889
0.5236126344	-164.0609130859	220.3845367432	0.0576798441	0.1911728889
0.5236127500	-162.1057586670	201.3927917480	0.0576798441	0.1911728889
0.5236128657	-164.3791961670	219.3377380371	0.0576798441	0.1911728889
0.5236129815	-164.8793640137	200.6450500488	0.0576798441	0.1911728889
0.5236130979	-162.9696502686	206.0285644531	0.1199899305	0.7329577195
0.5236132140	-167.3346710205	210.4332427979	0.1199899305	0.7329577195
0.5236133301	-165.6977996826	198.8505859375	0.1199899305	0.7329577195
0.5236134461	-163.1184692383	212.0646057129	0.1199899305	0.7329577195
0.5236135617	-164.6823272705	227.5625152588	0.1199899305	0.7329577195
0.5236136774	-163.2424774170	220.0854339600	0.0738700430	0.1245504821
0.5236137931	-162.7877807617	214.1038055420	0.0738700430	0.1245504821
0.5236139088	-163.4697875977	202.8882141113	0.0738700430	0.1245504821
0.5236140244	-163.2424774170	206.6267242432	0.0738700430	0.1245504821
0.5236141401	-164.3034210205	210.6144866943	0.0738700430	0.1245504821
0.5236142557	-167.1528015137	223.1261138916	0.0019019009	0.4432202583
0.5236143714	-161.9541778564	221.0823974609	0.0095379410	0.0114114056
0.5236144871	-160.7416687012	207.3744354248	0.0095379410	0.0114114056
0.5236146028	-161.8783874512	211.8606872559	0.0095379410	0.0114114056
0.5236147184	-163.2424774170	211.1130065918	0.0095379410	0.0114114056
0.5236148341	-159.4533691406	213.3560943604	0.0000000000	0.0572276458
0.5236149499	-160.7706146240	201.0257415771	0.0538324904	0.0000000000
0.5236150654	-157.1041412354	213.3560943604	0.0538324904	0.0000000000
0.5236151811	-162.3330841064	208.1221618652	0.0538324904	0.0000000000
0.5236152974	-162.3744354248	216.1429901123	0.0538324904	0.0000000000
0.5236154131	-158.3108367920	208.2371826172	0.0538324904	0.0000000000
0.5236155290	-164.0791015625	209.4979248047	0.0348920831	0.0500630733
0.5236156447	-161.6510467529	212.6083831787	0.0348920831	0.0500630733
0.5236157604	-158.9229125977	219.3377532959	0.0348920831	0.0500630733
0.5236158760	-160.0596466064	208.1221466064	0.0348920831	0.0500630733
0.5236159917	-157.7861938477	210.3652648926	0.0348920831	0.0500630733
0.5236161074	-156.4524536133	215.4995117188	0.0210930776	0.0000000000
0.5236162235	-158.0590057373	222.1790313721	0.0210930776	0.0000000000
0.5236163391	-159.8322906494	211.1129608154	0.0210930776	0.0000000000
0.5236164552	-159.4230651855	210.5148162842	0.0210930776	0.0000000000
0.5236165709	-157.5588531494	200.6450958252	0.0210930776	0.0000000000
0.5236166865	-156.4221191406	214.1038055420	0.0000000000	0.1265584658
0.5236168026	-156.1856689453	205.1911315918	0.0530915766	0.0000000000
0.5236169183	-152.7845916748	201.3927764893	0.0530915766	0.0000000000
0.5236170344	-153.4459686279	207.9861907959	0.0530915766	0.0000000000
0.5236171500	-155.7400970459	214.1038055420	0.0530915766	0.0000000000
0.5236172657	-155.5127410889	220.0854492188	0.0530915766	0.0000000000
0.5236173813	-151.1780395508	210.9634094238	0.1076400433	0.0000000000
0.5236174970	-150.7384948730	204.3836059570	0.1076400433	0.0000000000
0.5236176127	-152.3298950195	199.1496734619	0.1076400433	0.0000000000
0.5236177284	-156.1947784424	199.1496734619	0.1076400433	0.0000000000
0.5236178440	-154.8306884766	217.0946350098	0.1076400433	0.0000000000
0.5236179617	-158.2772521973	213.4458312988	0.0521011572	0.5400965423
0.5236180774	-156.0432128906	204.3836059570	0.0521011572	0.5400965423
0.5236181704	-156.8685455322	216.1429748535	0.0521011572	0.5400965423
0.5236182861	-156.0723419189	197.8383178711	0.0521011572	0.5400965423
0.5236184018	-155.0230712891	203.3598175049	0.0521011572	0.5400965423
0.5236185405	-152.7088165283	200.5453948975	0.0685615638	0.4201794321
0.5236186564	-151.2204589844	200.1067504883	0.0685615638	0.4201794321
0.5236187490	-148.4030303955	201.5151367188	0.0685615638	0.4201794321
0.5236188877	-153.6636505127	209.0193939209	0.0685615638	0.4201794321
0.5236189807	-152.6475830078	212.8569641113	0.0685615638	0.4201794321
0.5236191194	-157.5436859131	198.8505706787	0.0509207938	0.4113693826
0.5236192134	-156.3394470215	200.3731689453	0.0501866230	0.3055247629
0.5236193289	-150.3362426758	211.6881408691	0.0501866230	0.3055247629
0.5236194451	-148.4857025146	197.3823699951	0.0501866230	0.3055247629
0.5236195608	-151.5953979492	210.3077239990	0.0501866230	0.3055247629
0.5236196764	-152.4348297119	208.2371826172	0.0501866230	0.3055247629
0.5236197920	-156.2122650146	217.8998565674	0.0000000000	0.0000000000
0.5236199080	-158.4062042236	213.6959533691	0.0000000000	0.0000000000
0.5236200237	-153.9038238525	214.4488677979	0.0000000000	0.0000000000
0.5236201394	-154.7432556152	217.8998565674	0.0000000000	0.0000000000
0.5236202782	-155.9674224854	220.0854492188	0.0000000000	0.0000000000
0.5236203707	-156.2542266846	210.4457855225	0.0883199908	0.5387037175
0.5236204869	-161.3823852539	208.8018798828	0.0883199908	0.5387037175
0.5236206262	-159.4230651855	214.1037902832	0.0883199908	0.5387037175
0.5236207188	-163.8370666504	213.0685272217	0.0883199908	0.5387037175
0.5236208577	-162.1512145996	210.5148162842	0.0883199908	0.5387037175
0.5236209500	-159.1502380371	205.8790435791	0.0159910014	0.5299199447
0.5236210896	-159.4412536621	214.0439758301	0.0417889328	0.0959460084
0.5236212056	-156.1493072510	206.0285644531	0.0417889328	0.0959460084
0.5236213217	-158.3318176270	215.8983001709	0.0417889328	0.0959460084
0.5236214143	-158.5206756592	212.3783264160	0.0417889328	0.0959460084
0.5236215299	-153.0119476318	217.0946350098	0.0786819193	0.2507335967
0.5236216730	-155.1853485107	211.5914916992	0.0061794643	0.4720915157
0.5236217656	-157.8911132813	210.9979553223	0.0061794643	0.4720915157
0.5236218813	-160.2694854736	220.4305419922	0.0061794643	0.4720915157
0.5236220204	-159.4230651855	220.3845367432	0.0061794643	0.4720915157
0.5236221361	-155.7400817871	220.8331756592	0.0061794643	0.4720915157
0.5236222289	-156.4221191406	209.6175689697	0.0579351561	0.3520283948
0.5236223455	-155.1820526123	212.0646057129	0.0579351561	0.3520283948
0.5236224842	-163.2749481201	209.5107421875	0.0579351561	0.3520283948
0.5236225999	-158.4682159424	201.3927917480	0.0579351561	0.3520283948
0.5236226924	-157.8911132813	206.1666107178	0.0579351561	0.3520283948
0.5236228133	-157.0669555664	221.3633575439	0.0000000000	0.2042752652
0.5236229290	-157.0586853027	212.1597595215	0.0000000000	0.2042752652
0.5236230446	-153.0119476318	212.6083984375	0.0000000000	0.2042752652
0.5236231603	-155.0883636475	199.8475341797	0.0000000000	0.2042752652
0.5236232760	-157.3314971924	203.6358947754	0.0000000000	0.2042752652
0.5236233916	-157.5588531494	218.5900573730	0.0687571593	0.0000000000
0.5236235307	-151.4205169678	206.6267242432	0.0680245651	0.4125429557
0.5236236232	-155.2853851318	214.1038055420	0.0680245651	0.4125429557
0.5236237392	-153.9420013428	212.8802642822	0.0680245651	0.4125429557
0.5236238549	-157.3314819336	211.1129608154	0.0680245651	0.4125429557
0.5236239705	-156.6494445801	218.5900115967	0.0680245651	0.4125429557
0.5236240870	-157.9680633545	223.9735260010	0.0894553298	0.0000000000
0.5236242031	-162.1264190674	200.6450805664	0.0894553298	0.0000000000
0.5236243187	-157.4830627441	207.6236724854	0.0894553298	0.0000000000
0.5236244344	-158.3015136719	216.4466247559	0.0894553298	0.0000000000
0.5236245501	-159.0441589355	213.0071716309	0.0894553298	0.0000000000
0.5236246668	-155.0580596924	208.7203063965	0.0810909920	0.0000000000
0.5236247829	-155.9260864258	203.0921173096	0.0810909920	0.0000000000
0.5236248986	-157.1041564941	200.6450958252	0.0810909920	0.0000000000
0.5236250143	-158.2408752441	212.6083831787	0.0810909920	0.0000000000
0.5236251299	-153.2392883301	210.3652648926	0.0810909920	0.0000000000
0.5236252456	-154.3760223389	212.6083831787	0.0000000000	0.0481873218
0.5236253616	-159.1502532959	212.3093261719	0.0000000000	0.0481873218
0.5236254777	-158.7864990234	205.7294921875	0.0000000000	0.0481873218
0.5236255933	-157.1041564941	204.3836059570	0.0000000000	0.0481873218
0.5236257090	-158.6955566406	212.6083831787	0.0000000000	0.0481873218
0.5236258249	-162.4240264893	203.3368072510	0.1169899916	0.0000000000
0.5236259413	-158.5682678223	211.7111358643	0.1162482882	0.7019399497
0.5236260570	-160.2869720459	215.5992126465	0.1162482882	0.7019399497
0.5236261726	-158.6955566406	207.3744354248	0.1162482882	0.7019399497
0.5236262883	-155.9674530029	211.1129608154	0.1162482882	0.7019399497
0.5236264271	-159.8322906494	219.3377532959	0.1162482882	0.7019399497
0.5236265201	-160.2778930664	214.0439758301	0.1190283464	0.7512879961
0.5236266357	-154.3002319336	210.3652648926	0.1190283464	0.7512879961
0.5236267514	-157.5588531494	220.8331756592	0.1190283464	0.7512879961
0.5236268676	-161.0599517822	208.7203063965	0.1190283464	0.7512879961
0.5236269832	-160.9690246582	208.8698425293	0.1190283464	0.7512879961
0.5236270988	-163.2424774170	212.6083831787	0.0777036098	1.2890015269
0.5236272146	-161.5276489258	209.8739318848	0.0777036098	1.2890015269
0.5236273303	-163.0151214600	213.3560943604	0.0777036098	1.2890015269
0.5236274459	-162.3330993652	214.8515014648	0.0777036098	1.2890015269
0.5236275616	-160.7416839600	217.8423309326	0.0777036098	1.2890015269
0.5236276772	-159.9687042236	212.0102386475	0.0593454861	0.4662216588
0.5236277932	-162.2421417236	194.9624938965	0.1022651358	0.3560729168
0.5236279089	-162.1057434082	204.3836364746	0.1022651358	0.3560729168
0.5236280246	-160.7416687012	205.1313171387	0.1022651358	0.3560729168
0.5236281403	-155.9674224854	206.6267242432	0.1022651358	0.3560729168
0.5236282559	-162.7877807617	211.8606872559	0.0676748881	0.6135908149
0.5236283721	-160.2051544189	221.3415832520	0.0389152755	0.4060493283
0.5236284881	-161.8784027100	218.5900421143	0.0389152755	0.4060493283
0.5236286037	-159.6049499512	207.3744354248	0.0389152755	0.4060493283
0.5236287194	-159.1502532959	202.1405029297	0.0389152755	0.4060493283
0.5236288351	-161.8783874512	223.4213867188	0.0389152755	0.4060493283
0.5236289507	-162.8635711670	197.4548797607	0.0471590138	0.2917117015
0.5236290664	-161.4237213135	198.9004364014	0.0471590138	0.2917117015
0.5236291821	-161.1963653564	199.8973541260	0.0471590138	0.2917117015
0.5236292977	-159.1502532959	207.3744506836	0.0471590138	0.2917117015
0.5236294134	-156.4221191406	210.3652648926	0.0471590138	0.2917117015
0.5236295290	-158.9229125977	222.3285827637	0.0000000000	0.2829540829
0.5236296448	-158.9403839111	202.0254669189	0.0000000000	0.0000000000
0.5236297604	-157.5588531494	213.3560943604	0.0000000000	0.0000000000
0.5236298761	-157.3315124512	217.0946350098	0.0000000000	0.0000000000
0.5236299918	-158.4682159424	198.4019470215	0.0000000000	0.0000000000
0.5236301076	-150.8748931885	214.5225219727	0.0649014092	0.0000000000
0.5236302232	-152.7088165283	219.0885009766	0.0081320321	0.3894084551
0.5236303391	-153.9419860840	196.5666809082	0.0081320321	0.3894084551
0.5236304547	-156.8418426514	195.1235656738	0.0081320321	0.3894084551
0.5236305703	-153.9213104248	196.1588287354	0.0081320321	0.3894084551
0.5236306862	-153.6939697266	208.7203063965	0.0000000000	0.0487921924
0.5236308029	-153.0392303467	203.0975494385	0.0000000000	0.0000000000
0.5236309186	-157.5588531494	200.1466369629	0.0000000000	0.0000000000
0.5236310343	-155.0580444336	214.1038055420	0.0000000000	0.0000000000
0.5236311500	-151.8751983643	200.6450958252	0.0000000000	0.0000000000
0.5236312656	-153.6939544678	204.7862243652	0.0000000000	0.0000000000
0.5236313812	-151.6500244141	202.5036773682	0.0016541052	0.0000000000
0.5236314974	-155.5127258301	213.1521911621	0.0016541052	0.0000000000
0.5236316130	-153.9213256836	208.8698425293	0.0016541052	0.0000000000
0.5236317287	-152.5572509766	206.6267547607	0.0016541052	0.0000000000
0.5236318444	-148.6923980713	210.3652648926	0.0016541052	0.0000000000
0.5236319600	-150.2838134766	195.4111328125	0.0352049374	0.0099246314
0.5236320759	-151.5114440918	216.4964599609	0.0000000000	0.2112296245
0.5236321916	-151.1931610107	219.3377532959	0.0000000000	0.2112296245
0.5236323073	-152.1025543213	213.3560791016	0.0000000000	0.2112296245
0.5236324230	-151.7842712402	208.7203063965	0.0000000000	0.2112296245
0.5236325386	-152.5572509766	203.6358947754	0.0919137642	0.0000000000
0.5236326548	-149.8745574951	209.6175689697	0.0623974669	0.5514825854
0.5236327704	-152.3298950195	205.1313323975	0.0623974669	0.5514825854
0.5236328861	-148.6923675537	197.6542663574	0.0623974669	0.5514825854
0.5236330018	-151.8752136230	202.8881988525	0.0623974669	0.5514825854
0.5236331174	-150.9658203125	221.5808715820	0.0623974669	0.5514825854
0.5236332334	-147.9731292725	219.9495239258	0.0000000000	0.0441601395
0.5236333492	-153.9420013428	214.5116424561	0.0000000000	0.0441601395
0.5236334647	-153.9213256836	216.3469238281	0.0000000000	0.0441601395
0.5236335805	-150.7559814453	211.6881408691	0.0000000000	0.0441601395
0.5236336961	-150.9658508301	204.3836059570	0.0000000000	0.0441601395
0.5236338155	-153.6394042969	205.5500488281	0.0341931863	1.3605626695
0.5236339317	-154.7852325439	223.9735107422	0.0341931863	1.3605626695
0.5236340473	-156.4221191406	216.3469390869	0.0341931863	1.3605626695
0.5236341630	-149.6017608643	203.6358947754	0.0341931863	1.3605626695
0.5236342787	-157.3314971924	205.1313323975	0.0341931863	1.3605626695
0.5236343946	-150.5111389160	216.7955627441	0.1799000383	0.2051591179
0.5236345103	-157.6194610596	215.7986145020	0.0965721215	1.0794002298
0.5236346260	-155.0580444336	219.3377380371	0.0965721215	1.0794002298
0.5236347416	-156.8768005371	214.1038055420	0.0965721215	1.0794002298
0.5236348573	-156.8768005371	230.5533447266	0.0965721215	1.0794002298
0.5236349729	-153.1634979248	225.5686492920	0.0512845942	0.5794327289
0.5236350891	-157.5315704346	215.0010375977	0.1862094346	0.3077075653
0.5236352051	-155.6036682129	213.2065582275	0.1862094346	0.3077075653
0.5236353208	-157.7861938477	197.6542663574	0.1862094346	0.3077075653
0.5236354364	-160.0596466064	205.8790130615	0.1862094346	0.3077075653
0.5236355521	-158.5206909180	215.1390838623	0.1862094346	0.3077075653
0.5236356678	-160.9690246582	213.3062438965	0.1398674691	0.8436245542
0.5236357834	-160.2869720459	219.3377532959	0.1398674691	0.8436245542
